Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,CH,NL,NO,1,1,live,,Z,C
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,CH,PT,,2,1,live,,Z,C
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,CZ,IT,,1,1,live,,Z,C
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,DE,PL,DE,1,,live,,B,C
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,DE,PL,DE,,1,live,,Z,C
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,ES,HR,DK,,1,live,,Z,C
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,HR,ES,,1,1,live,,Z,C
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,HU,DE,DK,1,1,live,,Z,C
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,HU,SE,NO,,1,live,,Z,C
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,JP,CN,,,2,live,,Z,C
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,NL,CH,FI,1,,live,,Z,C
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,NL,CH,FI,,1,live,,,C
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,PL,DE,DK,1,1,live,,Z,C
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,SG,CN,,4,8,live,,Z,F
2000,I,Ailurus fulgens,Mammalia,Carnivora,Ailuridae,Ailurus,US,HU,US,,1,live,,Z,C
2000,I,Ateles geoffroyi,Mammalia,Primates,Atelidae,Ateles,SV,GT,XX,4,,live,,Q,C
2000,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,CZ,NL,,2,2,live,,Z,C
2000,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,CZ,SK,,1,1,live,,Z,C
2000,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,HR,DE,,1,1,live,,Z,C
2000,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,MX,US,,12,,live,,B,F
2000,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,MX,US,,,11,live,,T,F
2000,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,MX,US,,3,,live,,Z,C
2000,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,PT,CZ,,1,1,live,,Z,C
2000,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,QA,IL,,,6,live,,Z,C
2000,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,US,CA,,,8,live,,B,C
2000,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,US,CA,,1,,live,,T,C
2000,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,US,CA,,5,,live,,T,F
2000,I,Addax nasomaculatus,Mammalia,Artiodactyla,Bovidae,Addax,US,CA,,1,,live,,Z,C
2000,I,Bos gaurus,Mammalia,Artiodactyla,Bovidae,Bos,EE,US,,4,,live,,Z,
2000,I,Bos gaurus,Mammalia,Artiodactyla,Bovidae,Bos,EE,US,,,4,live,,,C
2000,I,Bos gaurus,Mammalia,Artiodactyla,Bovidae,Bos,ID,SG,,3,,live,,Z,C
2000,I,Bos mutus,Mammalia,Artiodactyla,Bovidae,Bos,HU,NL,,1,1,live,,Z,C
2000,I,Bubalus depressicornis,Mammalia,Artiodactyla,Bovidae,Bubalus,DE,CZ,,1,1,live,,Z,C
2000,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,AE,NL,DE,,1,live,,T,C
2000,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,AE,NL,DE,,9,live,,Z,C
2000,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,AE,NL,DE,6,,live,,,C
2000,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,CZ,RU,,,1,live,,Z,C
2000,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,KR,US,ID,1,,live,,Z,D
2000,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,KZ,SK,,2,,live,,Z,C
2000,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,MX,US,,,3,live,,T,C
2000,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,MX,US,,3,,live,,Z,F
2000,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,RU,CZ,,,1,live,,Z,C
2000,I,Capra falconeri,Mammalia,Artiodactyla,Bovidae,Capra,SK,KZ,,2,,live,,Z,C
2000,I,Naemorhedus goral,Mammalia,Artiodactyla,Bovidae,Naemorhedus,DE,PL,US,2,,live,,Z,F
2000,I,Nanger dama,Mammalia,Artiodactyla,Bovidae,Nanger,MA,DE,,5,,live,,Z,C
2000,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,AE,BH,,12,,live,,,C
2000,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,CZ,DE,,1,1,live,,Z,C
2000,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,HR,CZ,,,2,live,,Z,C
2000,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,HR,DE,,2,2,live,,Z,C
2000,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,MA,AE,,2,,live,,Z,C
2000,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,NC,NZ,,,3,live,,Z,C
2000,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,NL,CZ,,,4,live,,B,C
2000,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,QA,BE,,,5,live,,Z,C
2000,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,QA,IL,,,6,live,,Z,C
2000,I,Oryx dammah,Mammalia,Artiodactyla,Bovidae,Oryx,TN,FR,,3,3,live,,Z,C
2000,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,AE,JO,,,6,live,,B,C
2000,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,AE,JO,,20,,live,,,C
2000,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,AE,US,,,40,live,,,C
2000,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,AE,US,,40,,live,,,F
2000,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,BE,CH,AE,1,,live,,Z,C
2000,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,BE,CH,AE,,1,live,,,C
2000,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,CZ,CH,,1,,live,,Z,C
2000,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,CZ,CH,,,1,live,,,C
2000,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,DE,CH,,1,,live,,B,C
2000,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,DE,CH,,,1,live,,,C
2000,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,MA,AE,,2,,live,,Z,C
2000,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,MX,US,,3,,live,,Z,C
2000,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,PK,AE,,,1,live,,T,C
2000,I,Oryx leucoryx,Mammalia,Artiodactyla,Bovidae,Oryx,SA,JO,,12,,live,,P,C
2000,I,Ovis aries,Mammalia,Artiodactyla,Bovidae,Ovis,ZA,US,,,6,live,,E,C
2000,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,CA,DE,,5,,live,,B,C
2000,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,CA,DE,,,5,live,,Z,C
2000,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,CA,IE,,2,,live,,B,F
2000,I,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,PL,DE,,2,2,live,,Z,C
2000,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,JP,CZ,,1,1,live,,Z,C
2000,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,US,CZ,,,3,live,,Z,C
2000,I,Speothos venaticus,Mammalia,Carnivora,Canidae,Speothos,US,CZ,,4,,live,,,C
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,AT,CH,,,2,live,,,F
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,CH,DE,,1,1,live,,Z,C
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,CZ,BE,NL,1,,live,,Z,C
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,CZ,BE,,,1,live,,Z,C
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,CZ,CH,,4,,live,,Z,F
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,CZ,CH,,,4,live,,,F
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,FR,CH,,1,,live,,Z,C
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,FR,CH,,,1,live,,,C
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,GB,JE,,,1,live,,B,C
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,HU,CH,,2,,live,,Z,C
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,HU,CH,,,2,live,,,F
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,RU,CH,,4,,live,,Z,C
2000,I,Callimico goeldii,Mammalia,Primates,Cebidae,Callimico,RU,CH,,,2,live,,,C
2000,I,Leontopithecus spp.,Mammalia,Primates,Cebidae,Leontopithecus,NZ,AU,,4,,live,,Z,C
2000,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,BE,CH,,,1,live,,,C
2000,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,DE,CH,,,3,live,,,C
2000,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,DK,PT,,,1,live,,Z,F
2000,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,ES,PT,,,1,live,,Z,F
2000,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,GB,JE,,,1,live,,B,C
2000,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,HU,CH,,6,,live,,T,C
2000,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,HU,CH,,,6,live,,,C
2000,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,MY,CH,,2,,live,,Z,C
2000,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,MY,CH,,,2,live,,,C
2000,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,SG,PT,ES,,1,live,,Z,C
2000,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,SG,PT,,2,,live,,Z,C
2000,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,SG,PT,,,1,live,,Z,F
2000,I,Leontopithecus chrysomelas,Mammalia,Primates,Cebidae,Leontopithecus,ZA,HU,,1,,live,,B,C
2000,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,AU,JP,,1,2,live,,Z,C
2000,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,BR,US,GB,,1,live,,T,C
2000,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,BR,US,,,5,live,,T,C
2000,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,CH,FR,,,1,live,,Z,C
2000,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,CZ,DK,CH,1,1,live,,Z,C
2000,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,DE,JE,,1,,live,,B,C
2000,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,HU,GB,,1,1,live,,Z,C
2000,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,NZ,AU,XX,,2,live,,Z,C
2000,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,NZ,AU,,,2,live,,Z,C
2000,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,PL,CH,,,4,live,,,C
2000,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,PL,GB,,1,1,live,,Z,C
2000,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,SE,CH,,,1,live,,,C
2000,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,US,BR,,6,,live,,,C
2000,I,Leontopithecus rosalia,Mammalia,Primates,Cebidae,Leontopithecus,ZA,DE,,,1,live,,Z,C
2000,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,DE,JE,,,4,live,,B,C
2000,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,GB,JE,,,2,live,,B,C
2000,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,PT,JE,,1,,live,,Z,C
2000,I,Saguinus bicolor,Mammalia,Primates,Cebidae,Saguinus,PT,JE,,1,,live,,Z,F
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CA,US,,,4,live,,B,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CA,US,,4,,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CN,NL,,1,,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CZ,DE,,,3,live,,B,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,CZ,DE,,3,,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,EE,CZ,,,1,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,ES,PT,GB,,1,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,HR,ES,,1,,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,IL,DE,,1,,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,JP,ZA,,4,,live,,B,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,MX,CA,,1,1,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,MX,ZA,,,22,live,,B,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,MX,ZA,,22,,live,,T,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,PL,DE,,3,1,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,PL,DK,,2,2,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,PL,FR,NL,1,,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,PL,FR,,,1,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,PL,NL,,1,1,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,SG,ZA,,4,4,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,TH,ZA,,,6,live,,B,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,TH,ZA,,6,,live,,S,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,TH,ZA,,,2,live,,Z,C
2000,I,Saguinus oedipus,Mammalia,Primates,Cebidae,Saguinus,UA,NL,,2,,live,,Z,C
2000,I,Cercopithecus diana,Mammalia,Primates,Cercopithecidae,Cercopithecus,FR,RU,DE,1,1,live,,Z,C
2000,I,Macaca silenus,Mammalia,Primates,Cercopithecidae,Macaca,CN,CA,,8,,live,,Z,C
2000,I,Macaca silenus,Mammalia,Primates,Cercopithecidae,Macaca,IE,IL,IE,2,,live,,Z,C
2000,I,Macaca silenus,Mammalia,Primates,Cercopithecidae,Macaca,IE,IL,US,,1,live,,Z,C
2000,I,Macaca silenus,Mammalia,Primates,Cercopithecidae,Macaca,IE,IL,,,1,live,,Z,C
2000,I,Macaca silenus,Mammalia,Primates,Cercopithecidae,Macaca,IL,IE,,2,2,live,,Z,C
2000,I,Macaca silenus,Mammalia,Primates,Cercopithecidae,Macaca,MX,CA,,4,4,live,,Z,F
2000,I,Macaca silenus,Mammalia,Primates,Cercopithecidae,Macaca,PL,DE,GB,1,1,live,,Z,C
2000,I,Macaca silenus,Mammalia,Primates,Cercopithecidae,Macaca,PL,DE,,3,3,live,,Z,C
2000,I,Macaca silenus,Mammalia,Primates,Cercopithecidae,Macaca,RU,DE,,,2,live,,Z,C
2000,I,Macaca silenus,Mammalia,Primates,Cercopithecidae,Macaca,ZA,FR,,1,1,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,AR,IL,,3,3,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,AU,IL,,1,1,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,AW,VE,XX,,1,live,,Q,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,CA,US,,,2,live,,T,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,CA,US,,2,,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,CN,GB,,,1,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,CN,JP,,2,2,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,FR,HU,NL,1,1,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,FR,HU,,2,2,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,ID,SG,,1,,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,MX,US,,1,,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,PL,BE,,2,2,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,RU,DE,,2,,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,SV,ZA,,,2,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,TH,ES,DE,,1,live,,T,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,TH,ES,DE,1,,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,TH,FR,,1,,live,,Z,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,TH,FR,,,2,live,,Z,F
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,VE,AN,XX,1,,live,,Q,C
2000,I,Mandrillus sphinx,Mammalia,Primates,Cercopithecidae,Mandrillus,VE,CO,,1,1,live,,Q,C
2000,I,Pygathrix nemaeus,Mammalia,Primates,Cercopithecidae,Pygathrix,US,CH,,1,1,live,,,C
2000,I,Rhinopithecus roxellana,Mammalia,Primates,Cercopithecidae,Rhinopithecus,JP,CN,,4,,live,,S,C
2000,I,Semnopithecus entellus,Mammalia,Primates,Cercopithecidae,Semnopithecus,CZ,DE,,1,1,live,,Z,C
2000,I,Cervus eldii,Mammalia,Artiodactyla,Cervidae,Cervus,IM,GB,,2,,live,,Z,C
2000,I,Dama dama mesopotamica,Mammalia,Artiodactyla,Cervidae,Dama,IL,DE,,1,,live,,Z,C
2000,I,Pudu puda,Mammalia,Artiodactyla,Cervidae,Pudu,CZ,FR,,1,,live,,Z,C
2000,I,Pudu puda,Mammalia,Artiodactyla,Cervidae,Pudu,ZA,DE,,,1,live,,Z,C
2000,I,Pudu puda,Mammalia,Artiodactyla,Cervidae,Pudu,ZA,DE,,2,,live,,Z,
2000,I,Rucervus duvaucelii,Mammalia,Artiodactyla,Cervidae,Rucervus,CZ,SK,,,4,live,,Z,C
2000,I,Rucervus duvaucelii,Mammalia,Artiodactyla,Cervidae,Rucervus,PL,DE,,2,2,live,,Z,C
2000,I,Rucervus eldii,Mammalia,Artiodactyla,Cervidae,Rucervus,GB,CZ,,3,,live,,B,C
2000,I,Rucervus eldii,Mammalia,Artiodactyla,Cervidae,Rucervus,GB,CZ,,,3,live,,Z,C
2000,I,Rucervus eldii,Mammalia,Artiodactyla,Cervidae,Rucervus,SG,VN,,,12,live,,Z,C
2000,I,Cheirogaleus medius,Mammalia,Primates,Cheirogaleidae,Cheirogaleus,LV,DE,,1,,live,,Z,C
2000,I,Microcebus murinus,Mammalia,Primates,Cheirogaleidae,Microcebus,RU,GB,,6,,live,,Z,C
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,BE,NO,XX,,1,live,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,BE,RU,XX,3,1,live,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CA,US,TH,1,,live,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CA,US,TH,,1,live,,T,F
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CA,US,TH,,1,live,,,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CA,US,XX,22,4,live,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CA,US,XX,6,,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CA,US,XX,,6,live,,T,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CA,US,XX,,2,live,,,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CA,US,,1,,live,,Q,F
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CN,MY,,20,10,live,,Z,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CN,TH,,,12,live,,Q,F
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CR,GT,,1,,live,,Q,C
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CR,MX,,2,,live,,Q,U
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CR,NI,,,2,live,,Q,C
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CR,PA,XX,,2,live,,Q,
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CZ,ES,XX,,1,live,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CZ,ES,XX,1,,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,DE,CA,,1,1,live,,Z,F
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,DE,IL,,1,,live,,B,F
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,DE,IL,,,1,live,,Z,F
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,DO,PA,XX,,1,live,,Q,
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,ES,CZ,XX,1,,live,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,ES,CZ,XX,,1,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,ES,US,IN,3,,live,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,ES,US,IN,,3,live,,,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GE,LA,,2,,live,,Z,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,HN,NI,,,1,live,,Q,C
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,HN,SV,XX,,1,live,,Q,C
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,IL,GB,,1,,live,,Z,C
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,IT,AE,XX,2,2,live,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,IT,SI,IN,,3,live,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,IT,TR,XX,,1,live,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,JP,TH,,3,3,live,,Q,F
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,KR,LA,,9,,live,,Q,C
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,KR,MY,,2,2,live,,Z,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,KW,AE,IN,,2,live,,Q,C
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,KZ,LA,,2,,live,,Z,C
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,LK,TH,,2,,live,,Z,C
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,LT,RU,,,1,live,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,MT,HU,XX,,1,live,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,MT,HU,XX,1,,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,MY,CN,BE,,1,live,,Q,C
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,MY,CN,MY,1,,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NL,CR,GT,,1,live,,Q,C
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NL,CR,MX,,2,live,,Q,C
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NO,BE,XX,1,1,live,,Q,O
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NO,DE,,1,,live,,Q,C
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NO,SE,IN,,3,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,PA,CR,XX,,1,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,PA,CR,,3,,live,,Q,
