Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2000,I,Bos gaurus,Mammalia,Artiodactyla,Bovidae,Bos,EE,US,,4,,live,,Z,
2000,I,Pudu puda,Mammalia,Artiodactyla,Cervidae,Pudu,ZA,DE,,2,,live,,Z,
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CA,US,XX,6,,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CN,MY,,20,10,live,,Z,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CR,MX,,2,,live,,Q,U
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CR,PA,XX,,2,live,,Q,
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,CZ,ES,XX,1,,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,DO,PA,XX,,1,live,,Q,
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,ES,CZ,XX,,1,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,ES,US,IN,,3,live,,,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,GE,LA,,2,,live,,Z,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,KR,MY,,2,2,live,,Z,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,MT,HU,XX,1,,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,MY,CN,MY,1,,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,NO,SE,IN,,3,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,PA,CR,XX,,1,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,PA,CR,,3,,live,,Q,
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,RO,PL,XX,,2,live,,Q,U
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,RO,PL,XX,2,,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,SV,CL,MX,,3,live,,Q,
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,TT,VE,IN,,1,live,,Q,U
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,UA,RU,XX,2,,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,AU,XX,,1,live,,Z,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,CA,TH,1,,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,CA,XX,7,,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,US,FR,IN,3,,live,,Q,W
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,VE,TT,IN,,1,live,,Q,U
2000,I,Elephas maximus,Mammalia,Proboscidea,Elephantidae,Elephas,VE,TT,,1,,live,,Q,U
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,BE,RU,NA,1,1,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,DK,ZW,,2,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,FR,ZW,,1,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,IT,ZW,1,,live,,T,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,IT,ZW,,1,live,,Z,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CR,MX,,1,,live,,Q,U
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CR,NI,,,1,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CR,PA,XX,,1,live,,Q,
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,EE,ZW,2,4,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,PL,ZA,1,1,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DE,PL,ZW,3,3,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,BE,NA,1,,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,BE,ZW,2,,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,DE,ZW,1,,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DK,SE,ZW,2,,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,DO,PA,XX,,1,live,,Q,
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,EE,LV,ZW,2,2,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,CH,ZW,2,,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,FR,IL,XX,,1,live,,Z,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,LV,SE,ZW,2,2,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PA,CR,XX,,1,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PA,CR,,2,,live,,Q,
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PL,SE,XX,3,,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,PL,SE,ZW,1,1,live,,Q,W
2000,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,US,CA,MZ,1,,live,,Q,W
2000,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,BR,ZA,,,1,live,,Z,W
2000,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,SZ,ZA,,2,,live,,B,W
2000,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,US,ZA,NA,,2,live,,B,W
2000,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,US,ZA,NA,2,,live,,,W
2000,I,Acinonyx jubatus,Mammalia,Carnivora,Felidae,Acinonyx,ZA,ZW,,,1,live,,T,W
2000,I,Catopuma temminckii,Mammalia,Carnivora,Felidae,Catopuma,DE,VN,,2,,live,,B,W
2000,I,Catopuma temminckii,Mammalia,Carnivora,Felidae,Catopuma,DE,VN,,,3,live,,Z,W
2000,I,Catopuma temminckii,Mammalia,Carnivora,Felidae,Catopuma,SG,VN,,4,2,live,,Z,W
2000,I,Leopardus geoffroyi,Mammalia,Carnivora,Felidae,Leopardus,BR,UY,,1,,live,,Z,W
2000,I,Leopardus pardalis,Mammalia,Carnivora,Felidae,Leopardus,PT,BR,,1,1,live,,Z,W
2000,I,Leopardus pardalis,Mammalia,Carnivora,Felidae,Leopardus,RU,SK,,,1,live,,,
2000,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AE,SA,,,1,live,,S,
2000,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,DE,RU,,,1,live,,Z,W
2000,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,MY,NP,,,2,live,,Z,
2000,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,CR,MX,,5,,live,,Q,U
2000,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,CR,PA,XX,,5,live,,Q,
2000,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,DO,PA,XX,,10,live,,Q,
2000,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,MX,GT,,,1,live,,P,W
2000,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,PA,CR,,15,,live,,Q,
2000,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,SG,MY,,1,1,live,,Z,W
2000,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,SG,VN,,1,1,live,,Z,W
2000,I,Panthera tigris,Mammalia,Carnivora,Felidae,Panthera,SV,CL,MX,,11,live,,Q,
2000,I,Panthera uncia,Mammalia,Carnivora,Felidae,Panthera,DE,RU,KG,1,,live,,B,W
2000,I,Panthera uncia,Mammalia,Carnivora,Felidae,Panthera,DE,RU,KG,,1,live,,Z,W
2000,I,Panthera uncia,Mammalia,Carnivora,Felidae,Panthera,JP,KZ,,1,1,live,,S,W
2000,I,Prionailurus bengalensis,Mammalia,Carnivora,Felidae,Prionailurus,CN,KH,,,1,live,,P,W
2000,I,Pan paniscus,Mammalia,Primates,Hominidae,Pan,CD,CG,,,2,live,,S,W
2000,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,AE,RU,XX,1,,live,,,W
2000,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,DE,US,,,1,live,,,U
2000,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,GM,GN,,1,,live,,S,
2000,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,ZM,CF,,,2,live,,N,W
2000,I,Pan troglodytes,Mammalia,Primates,Hominidae,Pan,ZM,NZ,XX,,1,live,,N,W
2000,I,Pongo pygmaeus,Mammalia,Primates,Hominidae,Pongo,GB,TW,,1,,live,,Z,U
2000,I,Bunopithecus hoolock,Mammalia,Primates,Hylobatidae,Bunopithecus,US,MM,,4,,live,,,W
2000,I,Hylobates agilis,Mammalia,Primates,Hylobatidae,Hylobates,GB,TW,,1,,live,,Z,U
2000,I,Hylobates lar,Mammalia,Primates,Hylobatidae,Hylobates,GB,TW,,1,,live,,Z,U
2000,I,Hylobates lar,Mammalia,Primates,Hylobatidae,Hylobates,HR,DE,XX,2,,live,,B,U
2000,I,Hylobates moloch,Mammalia,Primates,Hylobatidae,Hylobates,GB,TW,,2,,live,,Z,U
2000,I,Hylobates muelleri,Mammalia,Primates,Hylobatidae,Hylobates,GB,TW,,1,,live,,Z,U
2000,I,Nomascus gabriellae,Mammalia,Primates,Hylobatidae,Nomascus,GB,TW,,2,,live,,Z,U
2000,I,Symphalangus syndactylus,Mammalia,Primates,Hylobatidae,Symphalangus,NP,MY,,2,,live,,Z,
2000,I,Lemur fulvus,Mammalia,Primates,Lemuridae,Lemur,YT,FR,YT,1,,live,,N,W
2000,I,Prolemur simus,Mammalia,Primates,Lemuridae,Prolemur,FR,MG,,2,,live,,B,W
2000,I,Prolemur simus,Mammalia,Primates,Lemuridae,Prolemur,FR,MG,,,4,live,,S,W
2000,I,Varecia variegata,Mammalia,Primates,Lemuridae,Varecia,MG,US,MG,4,,live,,S,W
2000,I,Varecia variegata,Mammalia,Primates,Lemuridae,Varecia,XX,MG,,,4,live,,S,W
2000,I,Ceratotherium simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,DK,ZA,,4,,live,,Z,W
2000,I,Ceratotherium simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,ZA,SZ,,,3,live,,B,W
2000,I,Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,MW,ZA,,,2,live,,B,W
2000,I,Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,ZA,MW,,1,,live,,Z,W
2000,I,Diceros bicornis,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,ZW,BW,ZW,,1,live,,N,W
2000,I,Tapirus indicus,Mammalia,Perissodactyla,Tapiridae,Tapirus,CN,MY,,2,6,live,,Z,W
2000,I,Tapirus indicus,Mammalia,Perissodactyla,Tapiridae,Tapirus,JP,MY,,,2,live,,Z,W
2000,I,Tapirus indicus,Mammalia,Perissodactyla,Tapiridae,Tapirus,MY,CN,MY,2,,live,,Z,W
2000,I,Ailuropoda melanoleuca,Mammalia,Carnivora,Ursidae,Ailuropoda,US,CN,,2,,live,,S,W
2000,I,Helarctos malayanus,Mammalia,Carnivora,Ursidae,Helarctos,BG,GR,,1,,live,,Q,U
2000,I,Helarctos malayanus,Mammalia,Carnivora,Ursidae,Helarctos,HR,AT,XX,1,,live,,Z,W
2000,I,Helarctos malayanus,Mammalia,Carnivora,Ursidae,Helarctos,TR,BG,GR,,1,live,,Q,U
2000,I,Ursus thibetanus,Mammalia,Carnivora,Ursidae,Ursus,TW,VN,,,3,live,,Q,W
2000,I,Ursus thibetanus,Mammalia,Carnivora,Ursidae,Ursus,YU,RU,,,1,live,,Z,W
2000,I,Cetacea spp.,Mammalia,Cetacea,,,CA,US,,21,,live,,Q,W
2000,II,Aotus nancymaae,Mammalia,Primates,Aotidae,Aotus,US,PE,,62,,live,,M,W
2000,II,Aotus nancymaae,Mammalia,Primates,Aotidae,Aotus,US,PE,,,116,live,,S,W
2000,II,Aotus vociferans,Mammalia,Primates,Aotidae,Aotus,US,PE,,,30,live,,S,W
2000,II,Alouatta caraya,Mammalia,Primates,Atelidae,Alouatta,BR,AR,,,1,live,,P,W
2000,II,Alouatta caraya,Mammalia,Primates,Atelidae,Alouatta,PT,BR,,2,2,live,,Z,W
2000,II,Bison hybrid,Mammalia,Artiodactyla,Bovidae,Bison,US,CA,,,11,live,,T,W
2000,II,Budorcas taxicolor,Mammalia,Artiodactyla,Bovidae,Budorcas,DE,PL,MM,,1,live,,Z,W
2000,II,Cephalophus dorsalis,Mammalia,Artiodactyla,Bovidae,Cephalophus,US,PL,GN,3,,live,,T,U
2000,II,Cephalophus silvicultor,Mammalia,Artiodactyla,Bovidae,Cephalophus,PL,GN,,,1,live,,S,W
2000,II,Cephalophus silvicultor,Mammalia,Artiodactyla,Bovidae,Cephalophus,PL,GN,,1,,live,,Z,W
2000,II,Cephalophus silvicultor,Mammalia,Artiodactyla,Bovidae,Cephalophus,US,PL,GN,,1,live,,Z,W
2000,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,AE,ZA,,,4,live,,B,W
2000,II,Damaliscus pygargus pygargus,Mammalia,Artiodactyla,Bovidae,Damaliscus,SA,ZA,,8,,live,,S,
2000,II,Kobus leche,Mammalia,Artiodactyla,Bovidae,Kobus,MY,SG,,3,,live,,Z,W
2000,II,Ovis ammon,Mammalia,Artiodactyla,Bovidae,Ovis,US,KZ,,1,,live,,P,W
2000,II,Philantomba monticola,Mammalia,Artiodactyla,Bovidae,Philantomba,AE,ZA,,,4,live,,B,W
2000,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,CN,MN,,,2,live,,Z,W
2000,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,CN,RU,,2,,live,,Q,W
2000,II,Canis lupus,Mammalia,Carnivora,Canidae,Canis,MN,CN,MN,,2,live,,Q,W
2000,II,Cerdocyon thous,Mammalia,Carnivora,Canidae,Cerdocyon,NL,PY,,,1,live,,T,W
2000,II,Cerdocyon thous,Mammalia,Carnivora,Canidae,Cerdocyon,US,PY,,3,3,live,,T,W
2000,II,Lycalopex gymnocercus,Mammalia,Carnivora,Canidae,Lycalopex,NL,PY,,,1,live,,T,W
2000,II,Lycalopex gymnocercus,Mammalia,Carnivora,Canidae,Lycalopex,US,PY,,4,4,live,,T,W
2000,II,Vulpes zerda,Mammalia,Carnivora,Canidae,Vulpes,JP,US,XX,,5,live,,T,W
2000,II,Callithrix geoffroyi,Mammalia,Primates,Cebidae,Callithrix,US,BR,,,5,live,,S,W
2000,II,Callithrix pygmaea,Mammalia,Primates,Cebidae,Callithrix,IL,NL,,2,,live,,,
2000,II,Cebus albifrons,Mammalia,Primates,Cebidae,Cebus,JP,GY,,,9,live,,T,W
2000,II,Cebus albifrons,Mammalia,Primates,Cebidae,Cebus,JP,GY,,9,,live,,,W
2000,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,CA,US,GY,,3,live,,M,W
2000,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,CA,US,GY,5,,live,,S,W
2000,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,CA,US,GY,,5,live,,T,W
2000,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,CN,GY,,90,98,live,,T,W
2000,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,GB,GY,,9,,live,,T,W
2000,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,JP,GY,,,17,live,,T,W
2000,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,JP,GY,,6,,live,,,W
2000,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,MX,GY,,,21,live,,T,W
2000,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,MY,SR,,12,11,live,,T,W
2000,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,US,BR,,,2,live,,Z,W
2000,II,Cebus apella,Mammalia,Primates,Cebidae,Cebus,ZA,GY,,36,42,live,,T,W
2000,II,Cebus capucinus,Mammalia,Primates,Cebidae,Cebus,DO,NI,,,6,live,,Z,W
2000,II,Cebus capucinus,Mammalia,Primates,Cebidae,Cebus,FR,SV,,,1,live,,P,U
2000,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,CN,GY,,60,52,live,,T,W
2000,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,JP,GY,,,26,live,,T,W
2000,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,JP,GY,,6,,live,,,W
2000,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,MX,GY,,9,8,live,,T,W
2000,II,Cebus olivaceus,Mammalia,Primates,Cebidae,Cebus,ZA,GY,,21,13,live,,T,W
2000,II,Saguinus fuscicollis,Mammalia,Primates,Cebidae,Saguinus,CH,PE,,,12,live,,E,W
2000,II,Saguinus imperator,Mammalia,Primates,Cebidae,Saguinus,CH,PE,,,12,live,,E,W
2000,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,AE,SR,,4,,live,,,W
2000,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,CN,GY,,64,64,live,,T,W
2000,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,GB,GY,,7,,live,,T,W
2000,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,JP,GY,,,28,live,,T,W
2000,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,JP,GY,,14,,live,,,W
2000,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,MX,GY,,39,46,live,,T,W
2000,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,MY,SR,,23,28,live,,T,W
2000,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,TH,GY,,,14,live,,T,W
2000,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,TH,GY,,14,,live,,Z,W
2000,II,Saguinus midas,Mammalia,Primates,Cebidae,Saguinus,ZA,GY,,28,21,live,,T,W
2000,II,Saguinus mystax,Mammalia,Primates,Cebidae,Saguinus,CH,PE,,,6,live,,E,W
2000,II,Saguinus mystax,Mammalia,Primates,Cebidae,Saguinus,US,PE,,36,36,live,,S,W
2000,II,Saimiri boliviensis,Mammalia,Primates,Cebidae,Saimiri,US,PE,,42,42,live,,S,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,BR,AR,XX,,1,live,,P,U
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,CN,GY,,552,440,live,,T,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,CN,JP,GY,,17,live,,Z,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,CU,MX,SR,,7,live,,Z,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,DE,US,GY,,42,live,,T,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,ES,GY,,40,40,live,,T,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,GB,GY,,68,,live,,T,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,ID,JP,GY,,15,live,,Z,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,JP,GY,,,314,live,,T,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,JP,GY,,84,,live,,,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,JP,SR,,182,182,live,,T,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,KR,GY,,20,20,live,,Z,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,MX,GY,,115,109,live,,T,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,MY,SR,,34,62,live,,T,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,PL,CZ,GY,,6,live,,T,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,PL,CZ,GY,12,6,live,,Z,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,SK,CZ,GY,2,,live,,B,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,US,GY,,,38,live,,T,W
2000,II,Saimiri sciureus,Mammalia,Primates,Cebidae,Saimiri,ZA,GY,,76,80,live,,T,W
2000,II,Cercocebus albigena,Mammalia,Primates,Cercopithecidae,Cercocebus,CZ,CD,,,4,live,,T,W
2000,II,Cercopithecus spp.,Mammalia,Primates,Cercopithecidae,Cercopithecus,CG,CF,,,1,live,,P,W
2000,II,Cercopithecus spp.,Mammalia,Primates,Cercopithecidae,Cercopithecus,FR,BF,,,1,live,,P,W
2000,II,Cercopithecus spp.,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,CA,,47,,live,,T,W
2000,II,Cercopithecus ascanius,Mammalia,Primates,Cercopithecidae,Cercopithecus,CZ,CD,,,6,live,,T,W
2000,II,Cercopithecus ascanius,Mammalia,Primates,Cercopithecidae,Cercopithecus,ES,PT,XX,,1,live,,Z,W
2000,II,Cercopithecus campbelli,Mammalia,Primates,Cercopithecidae,Cercopithecus,US,LR,,,1,live,,P,W
2000,II,Cercopithecus cephus,Mammalia,Primates,Cercopithecidae,Cercopithecus,ES,CM,,,1,live,,P,W
2000,II,Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,Cercopithecus,OM,TZ,,,5,live,,T,W
2000,II,Cercopithecus mitis,Mammalia,Primates,Cercopithecidae,Cercopithecus,PK,TZ,,,6,live,,T,W
2000,II,Cercopithecus mona,Mammalia,Primates,Cercopithecidae,Cercopithecus,CZ,GH,,14,8,live,,T,W
2000,II,Cercopithecus mona,Mammalia,Primates,Cercopithecidae,Cercopithecus,PH,GH,,,6,live,,T,W
2000,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,CZ,CD,,,10,live,,T,W
2000,II,Cercopithecus neglectus,Mammalia,Primates,Cercopithecidae,Cercopithecus,CZ,FR,XX,1,1,live,,Z,U
2000,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,FR,CI,,,1,live,,P,W
2000,II,Cercopithecus nictitans,Mammalia,Primates,Cercopithecidae,Cercopithecus,GB,CM,,,10,live,,T,W
2000,II,Cercopithecus petaurista,Mammalia,Primates,Cercopithecidae,Cercopithecus,CZ,GH,,15,15,live,,T,W
2000,II,Cercopithecus petaurista,Mammalia,Primates,Cercopithecidae,Cercopithecus,PH,GH,,,6,live,,T,W
2000,II,Cercopithecus petaurista,Mammalia,Primates,Cercopithecidae,Cercopithecus,TN,CI,,,1,live,,P,W
2000,II,Cercopithecus wolfi,Mammalia,Primates,Cercopithecidae,Cercopithecus,CZ,CD,,,4,live,,T,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,AE,SD,,,1,live,,P,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,BE,BB,,543,,live,,M,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,BG,SD,,,1,live,,P,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,BJ,CH,BJ,,1,live,,,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,CA,KN,,20,,live,,,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,EG,SD,,,2,live,,P,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,ES,EG,TZ,,1,live,,P,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,ES,MZ,,,1,live,,P,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,FR,CI,,,1,live,,P,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,GB,ZA,,1,1,live,,P,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,IR,TZ,,,55,live,,M,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,IT,CI,,,1,live,,P,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,JO,SD,,,1,live,,P,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,JP,EG,TZ,,10,live,,,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,NE,ZA,,,17,live,,S,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,OM,TZ,,,7,live,,M,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,PK,TZ,,,2,live,,M,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,QA,SD,,,1,live,,P,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,QA,SD,,,5,live,,T,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,RO,SD,,,10,live,,T,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,RU,TZ,,,2110,live,,M,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,KN,,48,,live,,S,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,KN,,45,113,live,,T,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,YU,KE,,,150,live,,M,W
2000,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,YU,TZ,,,1890,live,,M,W
2000,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,BE,BB,,,534,live,,M,W
2000,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,CA,BB,,,45,live,,M,W
2000,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,FR,BB,,,60,live,,M,W
2000,II,Chlorocebus sabaeus,Mammalia,Primates,Cercopithecidae,Chlorocebus,FR,BB,,88,,live,,S,W
